txn_id,txn_date,customer_id,product_id,quantity
TXN-A77BECD5,2025-12-23,CUST002,P00425,2
TXN-7F410E7B,2025-12-23,CUST003,P00821,2
TXN-961A2EC1,2025-12-23,CUST012,P00308,1
TXN-961A2EC1,2025-12-23,CUST012,P00206,2
TXN-961A2EC1,2025-12-23,CUST012,P00704,1
TXN-F73AB0B9,2025-12-24,CUST006,P00893,2
TXN-F73AB0B9,2025-12-24,CUST006,P00091,3
TXN-F73AB0B9,2025-12-24,CUST006,P00929,1
TXN-2D281BDC,2025-12-24,CUST023,P00168,2
TXN-2D281BDC,2025-12-24,CUST023,P00368,1
TXN-2D281BDC,2025-12-24,CUST023,P00911,2
TXN-2D281BDC,2025-12-24,CUST023,P00979,2
TXN-2D281BDC,2025-12-24,CUST023,P00538,1
TXN-82A8C9EA,2025-12-27,CUST002,P00932,3
TXN-82A8C9EA,2025-12-27,CUST002,P00185,3
TXN-2AD600BC,2025-12-27,CUST004,P00841,3
TXN-2AD600BC,2025-12-27,CUST004,P00796,3
TXN-2AD600BC,2025-12-27,CUST004,P00621,3
TXN-2AD600BC,2025-12-27,CUST004,P00140,3
TXN-37B9B3BC,2025-12-27,CUST006,P00500,2
TXN-37B9B3BC,2025-12-27,CUST006,P00539,3
TXN-37B9B3BC,2025-12-27,CUST006,P00624,1
TXN-C6377890,2025-12-27,CUST008,P00498,3
TXN-C6377890,2025-12-27,CUST008,P00766,3
TXN-D52E482F,2025-12-27,CUST013,P00011,3
TXN-AA7A5B96,2025-12-27,CUST015,P00432,2
TXN-AA7A5B96,2025-12-27,CUST015,P00997,1
TXN-AA7A5B96,2025-12-27,CUST015,P00538,1
TXN-AA7A5B96,2025-12-27,CUST015,P00758,3
TXN-AA7A5B96,2025-12-27,CUST015,P00108,3
TXN-BD136424,2025-12-27,CUST016,P00760,2
TXN-BD136424,2025-12-27,CUST016,P00413,3
TXN-BD136424,2025-12-27,CUST016,P00389,1
TXN-BD136424,2025-12-27,CUST016,P00175,1
TXN-BD136424,2025-12-27,CUST016,P00195,2
TXN-BCCFB507,2025-12-27,CUST018,P00469,3
TXN-BCCFB507,2025-12-27,CUST018,P00857,1
TXN-BCCFB507,2025-12-27,CUST018,P00225,1
TXN-BCCFB507,2025-12-27,CUST018,P00427,1
TXN-BCCFB507,2025-12-27,CUST018,P00154,2
TXN-84F5B9F7,2025-12-27,CUST019,P00878,1
TXN-DF3CDCAA,2025-12-27,CUST027,P00635,2
TXN-DF3CDCAA,2025-12-27,CUST027,P00751,3
TXN-DF3CDCAA,2025-12-27,CUST027,P00043,3
TXN-DF3CDCAA,2025-12-27,CUST027,P00566,3
TXN-DF3CDCAA,2025-12-27,CUST027,P00273,1
TXN-B8CC31CA,2025-12-28,CUST016,P00631,1
TXN-B8CC31CA,2025-12-28,CUST016,P00667,1
TXN-B8CC31CA,2025-12-28,CUST016,P00201,1
TXN-3760EE60,2025-12-28,CUST023,P00354,2
TXN-C1219A23,2025-12-29,CUST015,P00850,2
TXN-4DFD0303,2025-12-29,CUST028,P00658,1
TXN-4DFD0303,2025-12-29,CUST028,P00190,3
TXN-4DFD0303,2025-12-29,CUST028,P00378,2
TXN-4DFD0303,2025-12-29,CUST028,P00214,3
TXN-4DFD0303,2025-12-29,CUST028,P00856,1
TXN-DF558652,2025-12-30,CUST004,P00927,2
TXN-E9E80B5D,2025-12-30,CUST005,P00082,1
TXN-E9E80B5D,2025-12-30,CUST005,P00719,3
TXN-E9E80B5D,2025-12-30,CUST005,P00945,2
TXN-E9E80B5D,2025-12-30,CUST005,P00336,3
TXN-8B39502E,2025-12-30,CUST008,P00303,2
TXN-8B39502E,2025-12-30,CUST008,P00778,1
TXN-FE98C0F2,2025-12-31,CUST009,P00379,3
TXN-FE98C0F2,2025-12-31,CUST009,P00477,3
TXN-FE98C0F2,2025-12-31,CUST009,P00093,1
TXN-FE98C0F2,2025-12-31,CUST009,P00393,3
TXN-95E5C3B1,2026-01-01,CUST016,P00257,1
TXN-B9A7F6E0,2026-01-02,CUST013,P00976,1
TXN-B9A7F6E0,2026-01-02,CUST013,P00679,2
TXN-B9A7F6E0,2026-01-02,CUST013,P00518,3
TXN-B9A7F6E0,2026-01-02,CUST013,P00976,2
TXN-89E20151,2026-01-03,CUST003,P00433,2
TXN-89E20151,2026-01-03,CUST003,P00390,1
TXN-89E20151,2026-01-03,CUST003,P00958,3
TXN-89E20151,2026-01-03,CUST003,P00688,3
TXN-3D457AFD,2026-01-03,CUST005,P00681,2
TXN-3D457AFD,2026-01-03,CUST005,P00211,1
TXN-3D457AFD,2026-01-03,CUST005,P00150,3
TXN-7B5734CB,2026-01-03,CUST029,P00246,1
TXN-7B5734CB,2026-01-03,CUST029,P00084,2
TXN-7B5734CB,2026-01-03,CUST029,P00833,1
TXN-6F2C9128,2026-01-04,CUST002,P00083,3
TXN-6F2C9128,2026-01-04,CUST002,P00641,3
TXN-6F2C9128,2026-01-04,CUST002,P00854,2
TXN-6F2C9128,2026-01-04,CUST002,P00215,2
TXN-6F2C9128,2026-01-04,CUST002,P00814,2
TXN-88D1D1A9,2026-01-04,CUST012,P00093,2
TXN-663F3061,2026-01-04,CUST027,P00878,3
TXN-663F3061,2026-01-04,CUST027,P00904,1
TXN-47EB6A4E,2026-01-04,CUST028,P00298,3
TXN-B37CFF62,2026-01-05,CUST028,P00077,1
TXN-B37CFF62,2026-01-05,CUST028,P00289,3
TXN-438789D8,2026-01-06,CUST019,P00764,1
TXN-438789D8,2026-01-06,CUST019,P00417,3
TXN-3A35DDAF,2026-01-06,CUST027,P00777,2
TXN-3A35DDAF,2026-01-06,CUST027,P00578,2
TXN-3A35DDAF,2026-01-06,CUST027,P00588,1
TXN-B12B7F2C,2026-01-07,CUST008,P00245,3
TXN-3956AC1C,2026-01-07,CUST019,P00661,3
TXN-3956AC1C,2026-01-07,CUST019,P00504,3
TXN-3956AC1C,2026-01-07,CUST019,P00054,2
TXN-7EE59DAD,2026-01-07,CUST023,P00800,2
TXN-836E1171,2026-01-08,CUST013,P00905,1
TXN-836E1171,2026-01-08,CUST013,P00966,2
TXN-836E1171,2026-01-08,CUST013,P00787,2
TXN-836E1171,2026-01-08,CUST013,P00379,3
TXN-836E1171,2026-01-08,CUST013,P00690,2
TXN-1F80564E,2026-01-09,CUST005,P00939,1
TXN-2F5E8146,2026-01-09,CUST020,P00206,2
TXN-2F5E8146,2026-01-09,CUST020,P00104,1
TXN-EF8EBDE9,2026-01-10,CUST005,P00044,3
TXN-EF8EBDE9,2026-01-10,CUST005,P00473,2
TXN-2DAF015C,2026-01-10,CUST013,P00828,1
TXN-2DAF015C,2026-01-10,CUST013,P00088,2
TXN-2DAF015C,2026-01-10,CUST013,P00194,3
TXN-208B33E7,2026-01-10,CUST016,P00133,2
TXN-208B33E7,2026-01-10,CUST016,P00061,3
TXN-208B33E7,2026-01-10,CUST016,P00610,1
TXN-208B33E7,2026-01-10,CUST016,P00310,2
TXN-CDDF3FB0,2026-01-11,CUST002,P00067,2
TXN-CDDF3FB0,2026-01-11,CUST002,P00831,1
TXN-EDAFFFDD,2026-01-11,CUST018,P00504,3
TXN-EDAFFFDD,2026-01-11,CUST018,P00911,3
TXN-C867AA66,2026-01-12,CUST008,P00434,2
TXN-C867AA66,2026-01-12,CUST008,P00174,1
TXN-BD45ED34,2026-01-12,CUST013,P00907,2
TXN-BD45ED34,2026-01-12,CUST013,P00201,1
TXN-BDD064FC,2026-01-13,CUST015,P00382,2
TXN-7C74201F,2026-01-14,CUST026,P00887,1
TXN-7C74201F,2026-01-14,CUST026,P00754,2
TXN-1842BE4B,2026-01-14,CUST028,P00028,3
TXN-1842BE4B,2026-01-14,CUST028,P00491,3
TXN-1842BE4B,2026-01-14,CUST028,P00177,1
TXN-1842BE4B,2026-01-14,CUST028,P00667,1
TXN-1842BE4B,2026-01-14,CUST028,P00685,2
TXN-7B67934B,2026-01-15,CUST015,P00485,2
TXN-7B67934B,2026-01-15,CUST015,P00660,2
TXN-D923AAC3,2026-01-15,CUST017,P00118,2
TXN-D923AAC3,2026-01-15,CUST017,P00902,3
TXN-D923AAC3,2026-01-15,CUST017,P00840,1
TXN-D923AAC3,2026-01-15,CUST017,P00891,1
TXN-5FBB8324,2026-01-16,CUST027,P00275,1
TXN-5FBB8324,2026-01-16,CUST027,P00179,2
TXN-1DD131A2,2026-01-17,CUST001,P00295,1
TXN-1DD131A2,2026-01-17,CUST001,P00154,2
TXN-9D848AFF,2026-01-17,CUST007,P00622,2
TXN-9D848AFF,2026-01-17,CUST007,P00485,3
TXN-9D848AFF,2026-01-17,CUST007,P00159,3
TXN-9D848AFF,2026-01-17,CUST007,P00352,1
TXN-9D848AFF,2026-01-17,CUST007,P00892,1
TXN-F401CA62,2026-01-17,CUST021,P00689,1
TXN-F401CA62,2026-01-17,CUST021,P00071,1
TXN-F401CA62,2026-01-17,CUST021,P00396,2
TXN-F401CA62,2026-01-17,CUST021,P00377,2
