txn_id,txn_date,customer_id,product_id,quantity
T000007,2025-12-08,CUST001,P00597,2
T000127,2025-12-08,CUST013,P00145,1
T000128,2025-12-08,CUST014,P00870,1
T000129,2025-12-08,CUST014,P00004,1
T000260,2025-12-08,CUST025,P00770,1
T000261,2025-12-08,CUST025,P00480,2
T000262,2025-12-08,CUST025,P00879,4
T000268,2025-12-09,CUST025,P00067,2
T000269,2025-12-09,CUST025,P00180,2
T000270,2025-12-09,CUST025,P00951,3
T000271,2025-12-09,CUST025,P00956,2
T000343,2025-12-09,CUST030,P00231,3
T000344,2025-12-09,CUST030,P00216,2
T000345,2025-12-09,CUST030,P00252,4
T000346,2025-12-09,CUST030,P00379,1
T000347,2025-12-09,CUST030,P00366,2
T000012,2025-12-10,CUST001,P00312,4
T000013,2025-12-10,CUST001,P00367,4
T000157,2025-12-10,CUST017,P00811,4
T000158,2025-12-10,CUST017,P00728,1
T000159,2025-12-10,CUST017,P00155,1
T000160,2025-12-10,CUST017,P00443,1
T000162,2025-12-10,CUST018,P00284,4
T000163,2025-12-10,CUST018,P00942,4
T000164,2025-12-10,CUST018,P00443,1
T000240,2025-12-10,CUST023,P00319,1
T000241,2025-12-10,CUST023,P00750,1
T000242,2025-12-10,CUST023,P00820,2
T000243,2025-12-10,CUST023,P00979,2
T000001,2025-12-11,CUST001,P00245,1
T000002,2025-12-11,CUST001,P00748,1
T000003,2025-12-11,CUST001,P00621,1
T000004,2025-12-11,CUST001,P00139,3
T000005,2025-12-11,CUST001,P00369,1
T000147,2025-12-11,CUST016,P00085,2
T000148,2025-12-11,CUST016,P00821,3
T000149,2025-12-11,CUST016,P00610,4
T000211,2025-12-11,CUST022,P00643,1
T000011,2025-12-12,CUST001,P00277,3
T000195,2025-12-12,CUST021,P00220,2
T000196,2025-12-12,CUST021,P00408,4
T000197,2025-12-12,CUST021,P00416,1
T000272,2025-12-12,CUST025,P00382,1
T000280,2025-12-12,CUST026,P00789,3
T000281,2025-12-12,CUST026,P00110,2
T000282,2025-12-12,CUST026,P00486,4
T000030,2025-12-13,CUST004,P00216,2
T000031,2025-12-13,CUST004,P00656,2
T000032,2025-12-13,CUST004,P00610,1
T000033,2025-12-13,CUST004,P00017,3
T000034,2025-12-13,CUST004,P00712,2
T000118,2025-12-13,CUST012,P00201,3
T000119,2025-12-13,CUST012,P00743,3
T000251,2025-12-13,CUST024,P00322,3
T000252,2025-12-13,CUST024,P00954,4
T000253,2025-12-13,CUST024,P00392,2
T000254,2025-12-13,CUST024,P00375,3
T000014,2025-12-15,CUST002,P00511,2
T000015,2025-12-15,CUST002,P00740,4
T000070,2025-12-15,CUST006,P00954,3
T000071,2025-12-15,CUST006,P00124,4
T000072,2025-12-15,CUST006,P00989,3
T000313,2025-12-15,CUST028,P00464,4
T000314,2025-12-15,CUST028,P00890,2
T000028,2025-12-16,CUST004,P00290,2
T000029,2025-12-16,CUST004,P00667,2
T000156,2025-12-16,CUST017,P00139,4
T000223,2025-12-16,CUST023,P00125,4
T000224,2025-12-16,CUST023,P00454,2
T000225,2025-12-16,CUST023,P00285,3
T000226,2025-12-16,CUST023,P00380,1
T000247,2025-12-16,CUST024,P00031,3
T000248,2025-12-16,CUST024,P00736,1
T000249,2025-12-16,CUST024,P00046,1
T000250,2025-12-16,CUST024,P00871,4
T000295,2025-12-16,CUST027,P00221,2
T000296,2025-12-16,CUST027,P00378,2
T000297,2025-12-16,CUST027,P00177,4
T000298,2025-12-16,CUST027,P00979,2
T000299,2025-12-16,CUST027,P00788,1
T000064,2025-12-17,CUST005,P00819,4
T000065,2025-12-17,CUST005,P00703,1
T000066,2025-12-17,CUST005,P00164,2
T000067,2025-12-17,CUST005,P00094,1
T000068,2025-12-17,CUST005,P00688,1
T000208,2025-12-17,CUST022,P00002,1
T000209,2025-12-17,CUST022,P00106,4
T000210,2025-12-17,CUST022,P00270,2
T000227,2025-12-17,CUST023,P00387,4
T000228,2025-12-17,CUST023,P00814,4
T000229,2025-12-17,CUST023,P00301,3
T000230,2025-12-17,CUST023,P00582,4
T000231,2025-12-17,CUST023,P00097,3
T000304,2025-12-17,CUST027,P00215,1
T000016,2025-12-18,CUST002,P00553,4
T000187,2025-12-18,CUST020,P00210,3
T000188,2025-12-18,CUST020,P00124,1
T000061,2025-12-19,CUST005,P00859,3
T000062,2025-12-19,CUST005,P00310,2
T000063,2025-12-19,CUST005,P00518,4
T000293,2025-12-19,CUST027,P00332,3
T000294,2025-12-19,CUST027,P00685,3
TXN-DE67A168,2025-12-19,CUST006,P00315,3
TXN-DE67A168,2025-12-19,CUST006,P00147,1
T000042,2025-12-20,CUST004,P00798,3
T000216,2025-12-20,CUST022,P00828,3
T000217,2025-12-20,CUST022,P00131,1
T000218,2025-12-20,CUST022,P00275,4
T000320,2025-12-20,CUST028,P00395,3
T000321,2025-12-20,CUST028,P00137,3
T000322,2025-12-20,CUST028,P00008,2
T000323,2025-12-20,CUST028,P00585,1
TXN-7721740E,2025-12-20,CUST007,P00264,1
TXN-7721740E,2025-12-20,CUST007,P00216,3
TXN-83B5CE81,2025-12-20,CUST012,P00390,1
TXN-83B5CE81,2025-12-20,CUST012,P00540,1
TXN-83B5CE81,2025-12-20,CUST012,P00589,2
TXN-83B5CE81,2025-12-20,CUST012,P00153,2
TXN-AF608C6D,2025-12-20,CUST013,P01000,1
T000154,2025-12-21,CUST017,P00215,2
T000155,2025-12-21,CUST017,P00927,2
T000180,2025-12-21,CUST019,P00373,4
T000181,2025-12-21,CUST019,P00766,1
T000182,2025-12-21,CUST019,P00604,4
T000183,2025-12-21,CUST019,P00832,1
T000184,2025-12-21,CUST019,P00760,2
T000189,2025-12-21,CUST020,P00917,3
T000190,2025-12-21,CUST020,P00643,1
TXN-BC479CD6,2025-12-21,CUST005,P00755,2
TXN-BC479CD6,2025-12-21,CUST005,P00652,2
TXN-BC479CD6,2025-12-21,CUST005,P00105,3
TXN-F96EB6AB,2025-12-21,CUST008,P00561,1
TXN-F96EB6AB,2025-12-21,CUST008,P00568,3
TXN-F96EB6AB,2025-12-21,CUST008,P00318,1
TXN-F96EB6AB,2025-12-21,CUST008,P00152,2
TXN-F96EB6AB,2025-12-21,CUST008,P00787,2
TXN-EEC09EF1,2025-12-21,CUST026,P00370,2
TXN-EEC09EF1,2025-12-21,CUST026,P00481,2
TXN-EEC09EF1,2025-12-21,CUST026,P00177,1
TXN-EEC09EF1,2025-12-21,CUST026,P00113,2
TXN-EEC09EF1,2025-12-21,CUST026,P00755,3
T000057,2025-12-22,CUST005,P00528,4
T000058,2025-12-22,CUST005,P00703,3
T000059,2025-12-22,CUST005,P00387,1
T000060,2025-12-22,CUST005,P00319,3
T000091,2025-12-22,CUST009,P00381,3
T000092,2025-12-22,CUST009,P00833,1
T000093,2025-12-22,CUST009,P00404,4
T000113,2025-12-22,CUST012,P00423,2
T000114,2025-12-22,CUST012,P00621,4
T000115,2025-12-22,CUST012,P00021,1
T000116,2025-12-22,CUST012,P00396,1
T000117,2025-12-22,CUST012,P00984,4
T000176,2025-12-22,CUST019,P00618,4
T000177,2025-12-22,CUST019,P00731,1
T000178,2025-12-22,CUST019,P00734,2
T000179,2025-12-22,CUST019,P00843,3
T000236,2025-12-22,CUST023,P00778,1
T000237,2025-12-22,CUST023,P00280,4
T000238,2025-12-22,CUST023,P00052,3
T000239,2025-12-22,CUST023,P00607,1
T000339,2025-12-22,CUST030,P00968,2
T000340,2025-12-22,CUST030,P00525,4
T000341,2025-12-22,CUST030,P00040,1
T000342,2025-12-22,CUST030,P00758,3
TXN-DF8B2D26,2025-12-22,CUST001,P00424,2
TXN-DF8B2D26,2025-12-22,CUST001,P00099,3
TXN-DF8B2D26,2025-12-22,CUST001,P00079,2
TXN-81F8471E,2025-12-22,CUST006,P00621,1
TXN-81F8471E,2025-12-22,CUST006,P00076,1
TXN-81F8471E,2025-12-22,CUST006,P00976,1
TXN-81F8471E,2025-12-22,CUST006,P00319,1
TXN-81F8471E,2025-12-22,CUST006,P00387,3
TXN-2B6FEFD0,2025-12-22,CUST022,P00836,3
TXN-2B6FEFD0,2025-12-22,CUST022,P00273,3
TXN-2B6FEFD0,2025-12-22,CUST022,P00655,1
T000073,2025-12-23,CUST006,P00766,3
T000074,2025-12-23,CUST006,P00302,4
T000078,2025-12-23,CUST007,P00654,3
T000079,2025-12-23,CUST007,P00947,1
T000080,2025-12-23,CUST007,P00682,1
T000315,2025-12-23,CUST028,P00428,4
T000316,2025-12-23,CUST028,P00364,2
T000317,2025-12-23,CUST028,P00607,4
T000318,2025-12-23,CUST028,P00529,3
T000319,2025-12-23,CUST028,P00506,3
T000324,2025-12-23,CUST029,P00613,1
T000325,2025-12-23,CUST029,P00180,1
T000326,2025-12-23,CUST029,P00743,4
T000327,2025-12-23,CUST029,P00395,2
T000328,2025-12-23,CUST029,P00431,2
TXN-A77BECD5,2025-12-23,CUST002,P00942,1
TXN-A77BECD5,2025-12-23,CUST002,P00425,2
TXN-7F410E7B,2025-12-23,CUST003,P00821,2
TXN-961A2EC1,2025-12-23,CUST012,P00308,1
TXN-961A2EC1,2025-12-23,CUST012,P00206,2
TXN-961A2EC1,2025-12-23,CUST012,P00704,1
T000075,2025-12-24,CUST007,P00116,2
T000076,2025-12-24,CUST007,P00176,1
T000077,2025-12-24,CUST007,P00984,3
T000170,2025-12-24,CUST019,P00695,1
T000171,2025-12-24,CUST019,P00890,4
T000203,2025-12-24,CUST022,P00586,4
T000204,2025-12-24,CUST022,P00593,1
T000205,2025-12-24,CUST022,P00470,4
T000206,2025-12-24,CUST022,P00003,4
T000207,2025-12-24,CUST022,P00358,2
T000273,2025-12-24,CUST025,P00769,1
T000329,2025-12-24,CUST029,P00226,2
T000330,2025-12-24,CUST029,P00852,1
TXN-F73AB0B9,2025-12-24,CUST006,P00893,2
TXN-F73AB0B9,2025-12-24,CUST006,P00091,3
TXN-F73AB0B9,2025-12-24,CUST006,P00929,1
TXN-2D281BDC,2025-12-24,CUST023,P00168,2
TXN-2D281BDC,2025-12-24,CUST023,P00368,1
TXN-2D281BDC,2025-12-24,CUST023,P00911,2
TXN-2D281BDC,2025-12-24,CUST023,P00979,2
TXN-2D281BDC,2025-12-24,CUST023,P00538,1
T000069,2025-12-25,CUST005,P00176,4
T000111,2025-12-25,CUST011,P00531,1
T000112,2025-12-25,CUST011,P00102,3
T000137,2025-12-25,CUST015,P00471,2
T000138,2025-12-25,CUST015,P00252,1
T000165,2025-12-25,CUST018,P00772,4
T000166,2025-12-25,CUST018,P00762,2
T000167,2025-12-25,CUST018,P00810,4
T000168,2025-12-25,CUST018,P00986,1
T000169,2025-12-25,CUST018,P00457,1
T000185,2025-12-25,CUST019,P00036,1
T000186,2025-12-25,CUST019,P00799,3
T000198,2025-12-25,CUST021,P00539,4
T000199,2025-12-25,CUST021,P00366,3
T000200,2025-12-25,CUST021,P00463,1
T000201,2025-12-25,CUST021,P00955,2
T000202,2025-12-25,CUST021,P00217,3
T000274,2025-12-25,CUST025,P00376,1
T000275,2025-12-25,CUST025,P00697,3
T000276,2025-12-25,CUST025,P00877,2
T000287,2025-12-25,CUST026,P00035,1
T000288,2025-12-25,CUST026,P00714,4
T000289,2025-12-25,CUST026,P00556,3
T000290,2025-12-25,CUST026,P00916,3
T000291,2025-12-25,CUST026,P00670,4
T000331,2025-12-25,CUST029,P00701,2
T000332,2025-12-25,CUST029,P00519,4
T000333,2025-12-25,CUST029,P00074,2
T000008,2025-12-26,CUST001,P00560,4
T000255,2025-12-26,CUST024,P00012,4
T000256,2025-12-26,CUST024,P00026,3
T000257,2025-12-26,CUST024,P00898,1
T000258,2025-12-26,CUST024,P00186,3
T000259,2025-12-26,CUST024,P00582,3
T000094,2025-12-27,CUST009,P00317,3
T000095,2025-12-27,CUST009,P00257,2
T000096,2025-12-27,CUST009,P00204,4
T000125,2025-12-27,CUST013,P00536,2
T000126,2025-12-27,CUST013,P00974,2
T000140,2025-12-27,CUST016,P00739,1
T000141,2025-12-27,CUST016,P00548,3
T000142,2025-12-27,CUST016,P00733,1
T000219,2025-12-27,CUST022,P00348,1
T000220,2025-12-27,CUST022,P00314,3
T000221,2025-12-27,CUST022,P00657,2
T000222,2025-12-27,CUST022,P00415,1
T000277,2025-12-27,CUST026,P00243,3
T000278,2025-12-27,CUST026,P00335,3
T000279,2025-12-27,CUST026,P00877,3
TXN-82A8C9EA,2025-12-27,CUST002,P00932,3
TXN-82A8C9EA,2025-12-27,CUST002,P00185,3
TXN-2AD600BC,2025-12-27,CUST004,P00841,3
TXN-2AD600BC,2025-12-27,CUST004,P00796,3
TXN-2AD600BC,2025-12-27,CUST004,P00621,3
TXN-2AD600BC,2025-12-27,CUST004,P00140,3
TXN-37B9B3BC,2025-12-27,CUST006,P00500,2
TXN-37B9B3BC,2025-12-27,CUST006,P00539,3
TXN-37B9B3BC,2025-12-27,CUST006,P00624,1
TXN-C6377890,2025-12-27,CUST008,P00498,3
TXN-C6377890,2025-12-27,CUST008,P00766,3
TXN-D52E482F,2025-12-27,CUST013,P00011,3
TXN-AA7A5B96,2025-12-27,CUST015,P00432,2
TXN-AA7A5B96,2025-12-27,CUST015,P00997,1
TXN-AA7A5B96,2025-12-27,CUST015,P00538,1
TXN-AA7A5B96,2025-12-27,CUST015,P00758,3
TXN-AA7A5B96,2025-12-27,CUST015,P00108,3
TXN-BD136424,2025-12-27,CUST016,P00760,2
TXN-BD136424,2025-12-27,CUST016,P00413,3
TXN-BD136424,2025-12-27,CUST016,P00389,1
TXN-BD136424,2025-12-27,CUST016,P00175,1
TXN-BD136424,2025-12-27,CUST016,P00195,2
TXN-BCCFB507,2025-12-27,CUST018,P00469,3
TXN-BCCFB507,2025-12-27,CUST018,P00857,1
TXN-BCCFB507,2025-12-27,CUST018,P00225,1
TXN-BCCFB507,2025-12-27,CUST018,P00427,1
TXN-BCCFB507,2025-12-27,CUST018,P00154,2
TXN-84F5B9F7,2025-12-27,CUST019,P00878,1
TXN-DF3CDCAA,2025-12-27,CUST027,P00635,2
TXN-DF3CDCAA,2025-12-27,CUST027,P00751,3
TXN-DF3CDCAA,2025-12-27,CUST027,P00043,3
TXN-DF3CDCAA,2025-12-27,CUST027,P00566,3
TXN-DF3CDCAA,2025-12-27,CUST027,P00273,1
T000017,2025-12-28,CUST003,P00104,3
T000018,2025-12-28,CUST003,P00295,4
T000019,2025-12-28,CUST003,P00483,3
T000020,2025-12-28,CUST003,P00380,1
T000021,2025-12-28,CUST003,P00363,3
T000022,2025-12-28,CUST003,P00329,1
T000023,2025-12-28,CUST003,P00422,2
T000088,2025-12-28,CUST008,P00160,2
T000107,2025-12-28,CUST011,P00939,1
T000108,2025-12-28,CUST011,P00965,1
T000109,2025-12-28,CUST011,P00285,2
T000110,2025-12-28,CUST011,P00611,2
T000139,2025-12-28,CUST016,P00458,2
T000283,2025-12-28,CUST026,P00053,3
T000284,2025-12-28,CUST026,P00006,3
T000285,2025-12-28,CUST026,P00585,2
T000286,2025-12-28,CUST026,P00222,1
TXN-B8CC31CA,2025-12-28,CUST016,P00631,1
TXN-B8CC31CA,2025-12-28,CUST016,P00667,1
TXN-B8CC31CA,2025-12-28,CUST016,P00201,1
TXN-3760EE60,2025-12-28,CUST023,P00354,2
T000338,2025-12-29,CUST030,P00515,4
TXN-C1219A23,2025-12-29,CUST015,P00850,2
TXN-4DFD0303,2025-12-29,CUST028,P00658,1
TXN-4DFD0303,2025-12-29,CUST028,P00190,3
TXN-4DFD0303,2025-12-29,CUST028,P00378,2
TXN-4DFD0303,2025-12-29,CUST028,P00214,3
TXN-4DFD0303,2025-12-29,CUST028,P00856,1
T000039,2025-12-30,CUST004,P00991,1
T000040,2025-12-30,CUST004,P00320,3
T000041,2025-12-30,CUST004,P00205,4
T000150,2025-12-30,CUST017,P00988,1
T000151,2025-12-30,CUST017,P00185,2
T000152,2025-12-30,CUST017,P00473,2
T000153,2025-12-30,CUST017,P00873,4
TXN-DF558652,2025-12-30,CUST004,P00927,2
TXN-E9E80B5D,2025-12-30,CUST005,P00082,1
TXN-E9E80B5D,2025-12-30,CUST005,P00719,3
TXN-E9E80B5D,2025-12-30,CUST005,P00945,2
TXN-E9E80B5D,2025-12-30,CUST005,P00336,3
TXN-8B39502E,2025-12-30,CUST008,P00303,2
TXN-8B39502E,2025-12-30,CUST008,P00778,1
T000035,2025-12-31,CUST004,P00770,2
T000036,2025-12-31,CUST004,P00933,4
T000037,2025-12-31,CUST004,P00895,4
T000038,2025-12-31,CUST004,P00381,3
T000089,2025-12-31,CUST008,P00838,2
T000090,2025-12-31,CUST008,P00081,4
T000232,2025-12-31,CUST023,P00772,4
T000233,2025-12-31,CUST023,P00866,2
T000234,2025-12-31,CUST023,P00287,2
T000235,2025-12-31,CUST023,P00842,3
T000305,2025-12-31,CUST027,P00237,1
T000306,2025-12-31,CUST027,P00990,4
T000307,2025-12-31,CUST027,P00668,3
T000308,2025-12-31,CUST027,P00796,3
T000309,2025-12-31,CUST027,P00138,4
T000335,2025-12-31,CUST030,P00036,4
T000336,2025-12-31,CUST030,P00170,3
T000337,2025-12-31,CUST030,P00829,2
TXN-FE98C0F2,2025-12-31,CUST009,P00379,3
TXN-FE98C0F2,2025-12-31,CUST009,P00477,3
TXN-FE98C0F2,2025-12-31,CUST009,P00093,1
TXN-FE98C0F2,2025-12-31,CUST009,P00393,3
TXN-95E5C3B1,2026-01-01,CUST016,P00257,1
TXN-B9A7F6E0,2026-01-02,CUST013,P00976,1
TXN-B9A7F6E0,2026-01-02,CUST013,P00679,2
TXN-B9A7F6E0,2026-01-02,CUST013,P00518,3
TXN-B9A7F6E0,2026-01-02,CUST013,P00976,2
TXN-89E20151,2026-01-03,CUST003,P00433,2
TXN-89E20151,2026-01-03,CUST003,P00390,1
TXN-89E20151,2026-01-03,CUST003,P00958,3
TXN-89E20151,2026-01-03,CUST003,P00688,3
TXN-3D457AFD,2026-01-03,CUST005,P00681,2
TXN-3D457AFD,2026-01-03,CUST005,P00211,1
TXN-3D457AFD,2026-01-03,CUST005,P00150,3
TXN-7B5734CB,2026-01-03,CUST029,P00246,1
TXN-7B5734CB,2026-01-03,CUST029,P00084,2
TXN-7B5734CB,2026-01-03,CUST029,P00833,1
TXN-6F2C9128,2026-01-04,CUST002,P00083,3
TXN-6F2C9128,2026-01-04,CUST002,P00641,3
TXN-6F2C9128,2026-01-04,CUST002,P00854,2
TXN-6F2C9128,2026-01-04,CUST002,P00215,2
TXN-6F2C9128,2026-01-04,CUST002,P00814,2
TXN-88D1D1A9,2026-01-04,CUST012,P00093,2
TXN-663F3061,2026-01-04,CUST027,P00878,3
TXN-663F3061,2026-01-04,CUST027,P00904,1
TXN-47EB6A4E,2026-01-04,CUST028,P00298,3
TXN-B37CFF62,2026-01-05,CUST028,P00077,1
TXN-B37CFF62,2026-01-05,CUST028,P00289,3
TXN-438789D8,2026-01-06,CUST019,P00764,1
TXN-438789D8,2026-01-06,CUST019,P00417,3
TXN-3A35DDAF,2026-01-06,CUST027,P00777,2
TXN-3A35DDAF,2026-01-06,CUST027,P00578,2
TXN-3A35DDAF,2026-01-06,CUST027,P00588,1
TXN-B12B7F2C,2026-01-07,CUST008,P00245,3
TXN-3956AC1C,2026-01-07,CUST019,P00661,3
TXN-3956AC1C,2026-01-07,CUST019,P00504,3
TXN-3956AC1C,2026-01-07,CUST019,P00054,2
TXN-7EE59DAD,2026-01-07,CUST023,P00800,2
TXN-836E1171,2026-01-08,CUST013,P00905,1
TXN-836E1171,2026-01-08,CUST013,P00966,2
TXN-836E1171,2026-01-08,CUST013,P00787,2
TXN-836E1171,2026-01-08,CUST013,P00379,3
TXN-836E1171,2026-01-08,CUST013,P00690,2
TXN-1F80564E,2026-01-09,CUST005,P00939,1
TXN-2F5E8146,2026-01-09,CUST020,P00206,2
TXN-2F5E8146,2026-01-09,CUST020,P00104,1
TXN-EF8EBDE9,2026-01-10,CUST005,P00044,3
TXN-EF8EBDE9,2026-01-10,CUST005,P00473,2
TXN-2DAF015C,2026-01-10,CUST013,P00828,1
TXN-2DAF015C,2026-01-10,CUST013,P00088,2
TXN-2DAF015C,2026-01-10,CUST013,P00194,3
TXN-208B33E7,2026-01-10,CUST016,P00133,2
TXN-208B33E7,2026-01-10,CUST016,P00061,3
TXN-208B33E7,2026-01-10,CUST016,P00610,1
TXN-208B33E7,2026-01-10,CUST016,P00310,2
TXN-CDDF3FB0,2026-01-11,CUST002,P00067,2
TXN-CDDF3FB0,2026-01-11,CUST002,P00831,1
TXN-EDAFFFDD,2026-01-11,CUST018,P00504,3
TXN-EDAFFFDD,2026-01-11,CUST018,P00911,3
TXN-C867AA66,2026-01-12,CUST008,P00434,2
TXN-C867AA66,2026-01-12,CUST008,P00174,1
TXN-BD45ED34,2026-01-12,CUST013,P00907,2
TXN-BD45ED34,2026-01-12,CUST013,P00201,1
TXN-BDD064FC,2026-01-13,CUST015,P00382,2
TXN-7C74201F,2026-01-14,CUST026,P00887,1
TXN-7C74201F,2026-01-14,CUST026,P00754,2
TXN-1842BE4B,2026-01-14,CUST028,P00028,3
TXN-1842BE4B,2026-01-14,CUST028,P00491,3
TXN-1842BE4B,2026-01-14,CUST028,P00177,1
TXN-1842BE4B,2026-01-14,CUST028,P00667,1
TXN-1842BE4B,2026-01-14,CUST028,P00685,2
TXN-7B67934B,2026-01-15,CUST015,P00485,2
TXN-7B67934B,2026-01-15,CUST015,P00660,2
TXN-D923AAC3,2026-01-15,CUST017,P00118,2
TXN-D923AAC3,2026-01-15,CUST017,P00902,3
TXN-D923AAC3,2026-01-15,CUST017,P00840,1
TXN-D923AAC3,2026-01-15,CUST017,P00891,1
TXN-5FBB8324,2026-01-16,CUST027,P00275,1
TXN-5FBB8324,2026-01-16,CUST027,P00179,2
TXN-1DD131A2,2026-01-17,CUST001,P00295,1
TXN-1DD131A2,2026-01-17,CUST001,P00154,2
TXN-9D848AFF,2026-01-17,CUST007,P00622,2
TXN-9D848AFF,2026-01-17,CUST007,P00485,3
TXN-9D848AFF,2026-01-17,CUST007,P00159,3
TXN-9D848AFF,2026-01-17,CUST007,P00352,1
TXN-9D848AFF,2026-01-17,CUST007,P00892,1
TXN-F401CA62,2026-01-17,CUST021,P00689,1
TXN-F401CA62,2026-01-17,CUST021,P00071,1
TXN-F401CA62,2026-01-17,CUST021,P00396,2
TXN-F401CA62,2026-01-17,CUST021,P00377,2
