txn_id,txn_date,customer_id,product_id,quantity
T000046,2025-12-05,CUST005,P00236,2
T000047,2025-12-05,CUST005,P00588,1
T000048,2025-12-05,CUST005,P00255,1
T000049,2025-12-05,CUST005,P00640,1
T000050,2025-12-05,CUST005,P00711,1
T000051,2025-12-05,CUST005,P00493,3
T000052,2025-12-05,CUST005,P00090,1
T000053,2025-12-05,CUST005,P00171,3
T000054,2025-12-05,CUST005,P00706,3
T000055,2025-12-05,CUST005,P00851,2
T000056,2025-12-05,CUST005,P00409,2
T000057,2025-12-22,CUST005,P00528,4
T000058,2025-12-22,CUST005,P00703,3
T000059,2025-12-22,CUST005,P00387,1
T000060,2025-12-22,CUST005,P00319,3
T000061,2025-12-19,CUST005,P00859,3
T000062,2025-12-19,CUST005,P00310,2
T000063,2025-12-19,CUST005,P00518,4
T000064,2025-12-17,CUST005,P00819,4
T000065,2025-12-17,CUST005,P00703,1
T000066,2025-12-17,CUST005,P00164,2
T000067,2025-12-17,CUST005,P00094,1
T000068,2025-12-17,CUST005,P00688,1
T000069,2025-12-25,CUST005,P00176,4
T000070,2025-12-15,CUST006,P00954,3
T000071,2025-12-15,CUST006,P00124,4
T000072,2025-12-15,CUST006,P00989,3
T000073,2025-12-23,CUST006,P00766,3
T000074,2025-12-23,CUST006,P00302,4
T000075,2025-12-24,CUST007,P00116,2
T000076,2025-12-24,CUST007,P00176,1
T000077,2025-12-24,CUST007,P00984,3
T000078,2025-12-23,CUST007,P00654,3
T000079,2025-12-23,CUST007,P00947,1
T000080,2025-12-23,CUST007,P00682,1
T000081,2025-12-06,CUST007,P00391,3
T000082,2025-12-06,CUST007,P00378,2
T000083,2025-12-06,CUST007,P00591,3
T000084,2025-12-06,CUST007,P00054,1
T000085,2025-12-01,CUST007,P00512,4
T000086,2025-12-01,CUST007,P00629,3
T000087,2025-12-01,CUST007,P00207,2
T000088,2025-12-28,CUST008,P00160,2
T000089,2025-12-31,CUST008,P00838,2
T000090,2025-12-31,CUST008,P00081,4
T000091,2025-12-22,CUST009,P00381,3
T000092,2025-12-22,CUST009,P00833,1
T000093,2025-12-22,CUST009,P00404,4
T000094,2025-12-27,CUST009,P00317,3
T000095,2025-12-27,CUST009,P00257,2
T000096,2025-12-27,CUST009,P00204,4
T000097,2025-12-06,CUST009,P00529,2
T000098,2025-12-06,CUST009,P00860,1
T000099,2025-12-06,CUST009,P00016,3
T000100,2025-12-04,CUST010,P00036,1
T000101,2025-12-04,CUST010,P00662,3
T000102,2025-12-04,CUST010,P00022,4
T000103,2025-12-04,CUST010,P00748,2
T000104,2025-12-02,CUST010,P00716,4
T000105,2025-12-02,CUST010,P00827,1
T000106,2025-12-02,CUST010,P00924,2
T000107,2025-12-28,CUST011,P00939,1
T000108,2025-12-28,CUST011,P00965,1
T000109,2025-12-28,CUST011,P00285,2
T000110,2025-12-28,CUST011,P00611,2
T000111,2025-12-25,CUST011,P00531,1
T000112,2025-12-25,CUST011,P00102,3
T000113,2025-12-22,CUST012,P00423,2
T000114,2025-12-22,CUST012,P00621,4
T000115,2025-12-22,CUST012,P00021,1
T000116,2025-12-22,CUST012,P00396,1
T000117,2025-12-22,CUST012,P00984,4
T000118,2025-12-13,CUST012,P00201,3
T000119,2025-12-13,CUST012,P00743,3
T000120,2025-12-01,CUST012,P00790,2
T000121,2025-12-01,CUST012,P00231,4
T000122,2025-12-01,CUST012,P00868,1
T000123,2025-12-01,CUST012,P00944,4
T000124,2025-12-01,CUST012,P00421,2
T000125,2025-12-27,CUST013,P00536,2
T000126,2025-12-27,CUST013,P00974,2
T000127,2025-12-08,CUST013,P00145,1
T000128,2025-12-08,CUST014,P00870,1
T000129,2025-12-08,CUST014,P00004,1
T000130,2025-12-07,CUST014,P00898,3
T000131,2025-12-07,CUST014,P00771,4
T000132,2025-12-07,CUST014,P00471,1
T000133,2025-12-07,CUST014,P00760,4
T000134,2025-12-07,CUST014,P00060,1
T000135,2025-12-05,CUST015,P00116,4
T000136,2025-12-05,CUST015,P00363,1
T000137,2025-12-25,CUST015,P00471,2
T000138,2025-12-25,CUST015,P00252,1
T000139,2025-12-28,CUST016,P00458,2
T000140,2025-12-27,CUST016,P00739,1
T000141,2025-12-27,CUST016,P00548,3
T000142,2025-12-27,CUST016,P00733,1
T000143,2025-12-05,CUST016,P00638,3
T000144,2025-12-05,CUST016,P00219,3
T000145,2025-12-05,CUST016,P00200,3
T000146,2025-12-05,CUST016,P00968,4
T000147,2025-12-11,CUST016,P00085,2
T000148,2025-12-11,CUST016,P00821,3
T000149,2025-12-11,CUST016,P00610,4
T000150,2025-12-30,CUST017,P00988,1
T000151,2025-12-30,CUST017,P00185,2
T000152,2025-12-30,CUST017,P00473,2
T000153,2025-12-30,CUST017,P00873,4
T000154,2025-12-21,CUST017,P00215,2
T000155,2025-12-21,CUST017,P00927,2
T000156,2025-12-16,CUST017,P00139,4
T000157,2025-12-10,CUST017,P00811,4
T000158,2025-12-10,CUST017,P00728,1
T000159,2025-12-10,CUST017,P00155,1
T000160,2025-12-10,CUST017,P00443,1
T000161,2025-12-05,CUST017,P00557,2
T000162,2025-12-10,CUST018,P00284,4
T000163,2025-12-10,CUST018,P00942,4
T000164,2025-12-10,CUST018,P00443,1
T000165,2025-12-25,CUST018,P00772,4
T000166,2025-12-25,CUST018,P00762,2
T000167,2025-12-25,CUST018,P00810,4
T000168,2025-12-25,CUST018,P00986,1
T000169,2025-12-25,CUST018,P00457,1
T000170,2025-12-24,CUST019,P00695,1
T000171,2025-12-24,CUST019,P00890,4
T000172,2025-12-01,CUST019,P00573,2
T000173,2025-12-01,CUST019,P00369,1
T000174,2025-12-01,CUST019,P00269,1
T000175,2025-12-01,CUST019,P00437,4
T000176,2025-12-22,CUST019,P00618,4
T000177,2025-12-22,CUST019,P00731,1
T000178,2025-12-22,CUST019,P00734,2
T000179,2025-12-22,CUST019,P00843,3
T000180,2025-12-21,CUST019,P00373,4
T000181,2025-12-21,CUST019,P00766,1
T000182,2025-12-21,CUST019,P00604,4
T000183,2025-12-21,CUST019,P00832,1
T000184,2025-12-21,CUST019,P00760,2
T000185,2025-12-25,CUST019,P00036,1
T000186,2025-12-25,CUST019,P00799,3
T000187,2025-12-18,CUST020,P00210,3
T000188,2025-12-18,CUST020,P00124,1
T000189,2025-12-21,CUST020,P00917,3
T000190,2025-12-21,CUST020,P00643,1
T000191,2025-12-02,CUST020,P00526,2
T000192,2025-12-02,CUST020,P00642,3
T000193,2025-12-02,CUST020,P00310,3
T000194,2025-12-06,CUST020,P00671,1
T000195,2025-12-12,CUST021,P00220,2
T000196,2025-12-12,CUST021,P00408,4
T000197,2025-12-12,CUST021,P00416,1
T000198,2025-12-25,CUST021,P00539,4
T000199,2025-12-25,CUST021,P00366,3
T000200,2025-12-25,CUST021,P00463,1
T000201,2025-12-25,CUST021,P00955,2
T000202,2025-12-25,CUST021,P00217,3
T000203,2025-12-24,CUST022,P00586,4
T000204,2025-12-24,CUST022,P00593,1
T000205,2025-12-24,CUST022,P00470,4
T000206,2025-12-24,CUST022,P00003,4
T000207,2025-12-24,CUST022,P00358,2
T000208,2025-12-17,CUST022,P00002,1
T000209,2025-12-17,CUST022,P00106,4
T000210,2025-12-17,CUST022,P00270,2
T000211,2025-12-11,CUST022,P00643,1
T000212,2025-12-02,CUST022,P00618,4
T000213,2025-12-02,CUST022,P00125,1
T000214,2025-12-02,CUST022,P00434,4
T000215,2025-12-02,CUST022,P00460,2
T000216,2025-12-20,CUST022,P00828,3
T000217,2025-12-20,CUST022,P00131,1
T000218,2025-12-20,CUST022,P00275,4
T000219,2025-12-27,CUST022,P00348,1
T000220,2025-12-27,CUST022,P00314,3
T000221,2025-12-27,CUST022,P00657,2
T000222,2025-12-27,CUST022,P00415,1
T000223,2025-12-16,CUST023,P00125,4
T000224,2025-12-16,CUST023,P00454,2
T000225,2025-12-16,CUST023,P00285,3
T000226,2025-12-16,CUST023,P00380,1
T000227,2025-12-17,CUST023,P00387,4
T000228,2025-12-17,CUST023,P00814,4
T000229,2025-12-17,CUST023,P00301,3
T000230,2025-12-17,CUST023,P00582,4
T000231,2025-12-17,CUST023,P00097,3
T000232,2025-12-31,CUST023,P00772,4
T000233,2025-12-31,CUST023,P00866,2
T000234,2025-12-31,CUST023,P00287,2
T000235,2025-12-31,CUST023,P00842,3
T000236,2025-12-22,CUST023,P00778,1
T000237,2025-12-22,CUST023,P00280,4
T000238,2025-12-22,CUST023,P00052,3
T000239,2025-12-22,CUST023,P00607,1
T000240,2025-12-10,CUST023,P00319,1
T000241,2025-12-10,CUST023,P00750,1
T000242,2025-12-10,CUST023,P00820,2
T000243,2025-12-10,CUST023,P00979,2
T000244,2025-12-01,CUST023,P00649,3
T000245,2025-12-02,CUST023,P00173,4
T000246,2025-12-02,CUST023,P00779,3
T000247,2025-12-16,CUST024,P00031,3
T000248,2025-12-16,CUST024,P00736,1
T000249,2025-12-16,CUST024,P00046,1
T000250,2025-12-16,CUST024,P00871,4
T000251,2025-12-13,CUST024,P00322,3
T000252,2025-12-13,CUST024,P00954,4
T000253,2025-12-13,CUST024,P00392,2
T000254,2025-12-13,CUST024,P00375,3
T000255,2025-12-26,CUST024,P00012,4
T000256,2025-12-26,CUST024,P00026,3
T000257,2025-12-26,CUST024,P00898,1
T000258,2025-12-26,CUST024,P00186,3
T000259,2025-12-26,CUST024,P00582,3
T000260,2025-12-08,CUST025,P00770,1
T000261,2025-12-08,CUST025,P00480,2
T000262,2025-12-08,CUST025,P00879,4
T000263,2025-12-02,CUST025,P00310,2
T000264,2025-12-02,CUST025,P00348,3
T000265,2025-12-02,CUST025,P00829,4
T000266,2025-12-02,CUST025,P00936,3
T000267,2025-12-02,CUST025,P00601,4
T000268,2025-12-09,CUST025,P00067,2
T000269,2025-12-09,CUST025,P00180,2
T000270,2025-12-09,CUST025,P00951,3
T000271,2025-12-09,CUST025,P00956,2
T000272,2025-12-12,CUST025,P00382,1
T000273,2025-12-24,CUST025,P00769,1
T000274,2025-12-25,CUST025,P00376,1
T000275,2025-12-25,CUST025,P00697,3
T000276,2025-12-25,CUST025,P00877,2
T000277,2025-12-27,CUST026,P00243,3
T000278,2025-12-27,CUST026,P00335,3
T000279,2025-12-27,CUST026,P00877,3
T000280,2025-12-12,CUST026,P00789,3
T000281,2025-12-12,CUST026,P00110,2
T000282,2025-12-12,CUST026,P00486,4
T000283,2025-12-28,CUST026,P00053,3
T000284,2025-12-28,CUST026,P00006,3
T000285,2025-12-28,CUST026,P00585,2
T000286,2025-12-28,CUST026,P00222,1
T000287,2025-12-25,CUST026,P00035,1
T000288,2025-12-25,CUST026,P00714,4
T000289,2025-12-25,CUST026,P00556,3
T000290,2025-12-25,CUST026,P00916,3
T000291,2025-12-25,CUST026,P00670,4
T000292,2025-12-06,CUST026,P00034,2
T000293,2025-12-19,CUST027,P00332,3
T000294,2025-12-19,CUST027,P00685,3
T000295,2025-12-16,CUST027,P00221,2
T000296,2025-12-16,CUST027,P00378,2
T000297,2025-12-16,CUST027,P00177,4
T000298,2025-12-16,CUST027,P00979,2
T000299,2025-12-16,CUST027,P00788,1
T000300,2025-12-07,CUST027,P00337,2
T000301,2025-12-07,CUST027,P00186,4
T000302,2025-12-07,CUST027,P00034,4
T000303,2025-12-07,CUST027,P00090,3
T000304,2025-12-17,CUST027,P00215,1
T000305,2025-12-31,CUST027,P00237,1
T000306,2025-12-31,CUST027,P00990,4
T000307,2025-12-31,CUST027,P00668,3
T000308,2025-12-31,CUST027,P00796,3
T000309,2025-12-31,CUST027,P00138,4
T000310,2025-12-04,CUST027,P00274,3
T000311,2025-12-04,CUST027,P00895,1
T000312,2025-12-04,CUST027,P00749,1
T000313,2025-12-15,CUST028,P00464,4
T000314,2025-12-15,CUST028,P00890,2
T000315,2025-12-23,CUST028,P00428,4
T000316,2025-12-23,CUST028,P00364,2
T000317,2025-12-23,CUST028,P00607,4
T000318,2025-12-23,CUST028,P00529,3
T000319,2025-12-23,CUST028,P00506,3
T000320,2025-12-20,CUST028,P00395,3
T000321,2025-12-20,CUST028,P00137,3
T000322,2025-12-20,CUST028,P00008,2
T000323,2025-12-20,CUST028,P00585,1
T000324,2025-12-23,CUST029,P00613,1
T000325,2025-12-23,CUST029,P00180,1
T000326,2025-12-23,CUST029,P00743,4
T000327,2025-12-23,CUST029,P00395,2
T000328,2025-12-23,CUST029,P00431,2
T000329,2025-12-24,CUST029,P00226,2
T000330,2025-12-24,CUST029,P00852,1
T000331,2025-12-25,CUST029,P00701,2
T000332,2025-12-25,CUST029,P00519,4
T000333,2025-12-25,CUST029,P00074,2
T000334,2025-12-03,CUST029,P00909,1
T000335,2025-12-31,CUST030,P00036,4
T000336,2025-12-31,CUST030,P00170,3
T000337,2025-12-31,CUST030,P00829,2
T000338,2025-12-29,CUST030,P00515,4
T000339,2025-12-22,CUST030,P00968,2
T000340,2025-12-22,CUST030,P00525,4
T000341,2025-12-22,CUST030,P00040,1
T000342,2025-12-22,CUST030,P00758,3
T000343,2025-12-09,CUST030,P00231,3
T000344,2025-12-09,CUST030,P00216,2
T000345,2025-12-09,CUST030,P00252,4
T000346,2025-12-09,CUST030,P00379,1
T000347,2025-12-09,CUST030,P00366,2
T000348,2025-12-05,CUST030,P00902,2
T000349,2025-12-05,CUST030,P00171,2
